qid,ndcg@50
280,1.000000
281,1.000000
282,1.000000
283,1.000000
284,1.000000
285,0.500000
286,1.000000
287,1.000000
288,0.356207
289,0.630930
29,1.000000
290,1.000000
291,0.386853
292,0.000000
293,1.000000
294,0.194959
295,0.630930
296,1.000000
297,0.000000
298,0.500000
299,0.000000
3,0.000000
30,0.000000
300,0.500000
301,0.000000
302,0.000000
303,0.000000
304,1.000000
305,1.000000
306,0.200000
307,0.000000
308,0.000000
309,0.630930
31,1.000000
310,0.333333
311,0.000000
312,0.356207
313,1.000000
314,0.877215
315,0.218104
316,1.000000
317,0.630930
318,0.630930
319,0.315465
32,1.000000
320,0.430677
321,0.227670
322,1.000000
323,1.000000
324,0.000000
325,0.333333
326,0.000000
327,0.386853
328,0.348272
329,0.000000
33,1.000000
330,1.000000
331,0.000000
332,0.177184
333,0.500000
334,0.613147
335,0.133730
336,0.301030
337,0.184289
338,0.386853
339,1.000000
34,1.000000
340,0.000000
341,0.630930
342,0.430677
343,0.000000
344,0.221065
345,1.000000
346,0.203795
347,0.000000
348,0.278943
349,1.000000
35,0.000000
350,0.000000
351,1.000000
352,0.208015
353,0.000000
354,1.000000
355,0.630930
356,0.000000
357,0.000000
358,1.000000
359,0.630930
36,1.000000
360,0.000000
361,1.000000
362,0.000000
363,0.430677
364,0.333333
365,1.000000
366,0.000000
367,1.000000
368,1.000000
369,0.000000
37,0.301030
370,1.000000
371,0.201849
372,0.221065
373,1.000000
374,1.000000
375,0.500000
376,1.000000
377,0.430677
378,0.000000
379,0.430677
38,0.000000
380,0.000000
381,0.630930
382,0.000000
383,1.000000
384,0.193426
385,1.000000
386,1.000000
387,1.000000
388,0.630930
389,0.000000
39,0.000000
390,0.000000
391,0.630930
392,0.201849
393,0.262650
394,0.278943
395,0.000000
396,1.000000
397,0.000000
398,1.000000
399,0.630930
4,0.000000
40,1.000000
400,1.000000
401,0.500000
402,1.000000
403,0.000000
404,0.000000
405,0.500000
406,0.289065
407,1.000000
408,0.000000
409,0.000000
41,0.212746
410,0.386853
411,0.000000
412,1.000000
413,0.239812
414,0.430677
415,1.000000
416,1.000000
417,0.630930
418,1.000000
419,1.000000
42,0.570642
420,0.430677
421,0.218104
422,0.500000
423,0.430677
424,1.000000
425,1.000000
426,0.000000
427,0.500000
428,1.000000
429,0.218104
43,0.000000
430,0.000000
431,0.000000
432,0.000000
433,0.000000
434,1.000000
435,1.000000
436,0.231378
437,0.239812
438,0.386853
439,0.630930
44,0.000000
440,0.630930
441,1.000000
442,1.000000
443,1.000000
444,0.500000
445,0.000000
446,0.244651
447,0.289065
448,1.000000
449,1.000000
45,0.630930
450,0.244651
451,0.000000
452,1.000000
453,0.205847
454,0.262650
455,1.000000
456,0.333333
457,0.203795
458,0.333333
459,1.000000
46,1.000000
460,0.500000
461,0.500000
462,0.430677
463,1.000000
464,1.000000
465,1.000000
466,0.500000
467,0.000000
468,0.000000
469,0.500000
47,0.315465
470,0.500000
471,0.315465
472,0.386853
473,0.000000
474,1.000000
475,0.000000
476,1.000000
477,0.500000
478,1.000000
479,0.270238
48,1.000000
480,0.000000
481,1.000000
482,0.189200
483,1.000000
484,0.000000
485,0.430677
486,1.000000
487,0.255958
488,0.356207
489,1.000000
49,0.000000
490,1.000000
491,1.000000
492,1.000000
493,0.356207
494,0.500000
495,0.630930
496,0.630930
497,1.000000
498,0.500000
499,1.000000
5,0.278943
50,0.255958
500,1.000000
501,1.000000
502,0.301030
503,1.000000
504,0.000000
505,1.000000
506,0.000000
507,0.430677
508,1.000000
509,0.000000
51,0.000000
510,0.000000
511,0.210310
512,1.000000
513,1.000000
514,0.430677
515,0.333333
516,1.000000
517,0.500000
518,1.000000
519,0.000000
52,0.000000
520,0.231378
521,0.000000
522,0.301030
523,0.430677
524,1.000000
525,1.000000
526,1.000000
527,0.000000
528,0.356207
529,1.000000
53,0.117699
530,0.430677
531,0.430677
532,0.630930
533,0.630930
534,0.500000
535,1.000000
536,0.630930
537,1.000000
538,0.000000
539,1.000000
54,0.630930
540,0.000000
541,1.000000
542,1.000000
543,1.000000
544,0.000000
545,1.000000
546,1.000000
547,1.000000
548,1.000000
549,0.187902
55,0.000000
550,0.000000
551,1.000000
552,1.000000
553,0.289065
554,0.386853
555,0.356207
556,0.000000
557,0.227670
558,0.000000
559,1.000000
56,0.124956
560,0.255958
561,1.000000
562,1.000000
563,0.386853
564,0.289065
565,0.289065
566,0.000000
567,1.000000
568,1.000000
569,0.630930
57,1.000000
570,1.000000
571,1.000000
572,0.630930
573,1.000000
574,0.630930
575,0.231378
576,0.430677
577,1.000000
578,0.000000
579,0.235409
58,0.000000
580,1.000000
581,0.315465
582,1.000000
583,0.301030
584,1.000000
585,1.000000
586,0.333333
587,1.000000
588,1.000000
589,1.000000
59,0.000000
590,0.315465
591,0.315465
592,0.000000
593,1.000000
594,0.630930
595,0.239812
596,1.000000
6,0.430677
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.430677
65,0.732686
66,0.000000
67,0.000000
68,0.557886
69,0.000000
7,1.000000
70,0.000000
71,0.000000
72,0.255958
73,0.356207
74,0.613147
75,0.000000
76,0.430677
77,1.000000
78,1.000000
79,0.000000
8,0.304798
80,0.000000
81,1.000000
82,0.250000
83,1.000000
84,0.000000
85,1.000000
86,0.208015
87,0.630930
88,1.000000
89,1.000000
9,0.000000
90,1.000000
91,1.000000
92,0.000000
93,0.000000
94,1.000000
95,0.123256
96,0.415620
97,0.630930
98,0.630930
99,0.244651
